stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,17,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,4,0,0,0,0,5,16,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0.56,0,0,0,0,0.28,0,0,0,0.28,0,0,1.41,0.85,1.13,0,0.28,0,0,52.99,7.33,0,0,0,1.13,0,0,0,0,0,0.28,0,0,0
21Day,1.11,0.37,0,2.96,1.48,1.48,0,0.37,0,0,1.85,0,0.37,0,1.85,0,0,0.37,0.74,2.59,0,0,0,0,25.16,2.59,0,0.74,0,1.11,1.48,0,0.74,0.74,0,0,0,0,1.11
3Month,2.39,1.25,1.66,18.1,0.31,0,0.42,0.52,0.1,4.06,5.93,0.1,63.87,10.92,2.81,15.39,1.35,4.99,7.8,5.51,0.94,0.21,1.14,2.81,1.87,0.21,2.91,0.42,0,0.42,4.06,0.1,283.97,0.21,0.1,0.1,1.98,215.63,7.18
22Month,0.41,1.09,0.55,4.65,0.14,0,0.68,0,0,0.82,6.42,0.82,98.93,1.64,5.06,6.56,0,0.14,5.88,1.64,0.14,3.28,0.68,0,0.82,0,2.32,0.41,0.27,0,0.55,0,22.55,0.55,0.14,0,0.14,0.55,1.64
