stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,1.69,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0.56,0,0.85,0,0,0.56,0,12.97,4.51,0.28,0,2.82,0,0,5.64,0.85,0,0,0
21Day,0.74,0,0,4.81,0,0.37,0,0.37,0,0,0,0,0,0,0,0,1.48,1.85,0.37,1.48,0,0,0,0,7.03,3.7,0.74,0,2.22,0.74,0,0.37,0,0,0,0.37
3Month,0,1.04,0.21,138.45,0,0,0.73,0.42,0,0.52,0.73,0,4.06,2.08,0.31,2.08,3.22,4.99,1.04,10.92,0.94,0,0.31,0.52,3.95,0.1,2.18,0.42,0,1.25,3.33,0.31,0.1,0.94,0.62,1.04
22Month,0,0.14,0,20.5,0,0,0.14,0.27,0.14,0,0.82,0.27,8.75,0.14,0.27,0.55,0.82,0.41,0.68,6.42,0.14,0.55,0,0,0.82,0.14,1.5,0,0,0.27,9.43,1.09,0,0.14,0,0.27
