stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0,0.56,0,1.69,0,0,0,0.56,24.24,4.51,0.28,0,1.97,0,0,1.41,0.28,0,0,0
21Day,1.48,0,0,2.59,0,0,0,0,0,0,0,0,0,0.74,0,0.37,0.37,0,6.29,0,0,0.37,0,8.88,1.11,0.37,0,4.44,0,0,0,0,0,0,0.74
3Month,0.21,0.52,0.1,8.32,0.1,0,0.1,0.21,0.31,0.62,0.21,1.98,0.21,0.42,1.56,0.1,4.78,1.98,3.85,0.42,0,0.1,0.62,0.42,0.1,0.83,0.1,0,0.21,2.08,0.21,0,0.42,0.31,1.87
22Month,0,0.14,0,0.27,0,0,0.14,0,0,0.41,0,2.05,0.27,0,0.27,0,0.27,0.14,0.41,0.14,0.14,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0
