stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,5,0,26,1,0,0,0,0,0,3,0,0,0,0,0,2,3,47,0,0,1,17,1463,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,7.33,1.41,0,8.17,1.41,8.74,0.28,0,0.28,0,0,0.56,0,0.28,0,3.38,12.4,1.69,17.47,0.56,0.28,0,516.91,325.25,0.28,0.28,20.29,0,0,42,1.97,1.13,0.56,0,0,0
21Day,4.07,0.37,0,10.73,0.37,12.95,2.22,0,0,0,0,1.85,0,4.44,0.74,1.11,6.29,2.22,9.62,0,0,0,211.63,193.87,0.37,1.11,11.84,8.88,0,20.35,1.11,3.33,0.74,0,0,3.33
3Month,0,0,0.1,0.62,0,0,0,0.1,0,0,0,1.14,0,0,0.42,0.1,0.21,0.1,0.52,0,0,0.1,0.94,0.73,0.1,0,0,0,1.77,0.31,0,0,0,0.21,1.98,0.1
22Month,0,0,0,0.27,0,0,0,0,0.27,0.14,0,3.96,0.55,0.14,0.68,0,0.27,0.27,0.27,0.27,0,0,0,0.41,0,0.14,0,0.14,2.73,0.68,0,0,0,0,0,0.14
