stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,3,21,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.56,1.69,0,10.43,0.28,0.56,0,0,0,0,0,0,0,0.28,0,0,14.66,0,3.1,0,0.28,0,0,2.54,1.41,0,0,0,1.69,0,0,0.56,0,0,0.28,0,0,0
21Day,1.85,1.11,0,52.17,0.74,0.37,0,0.74,0,0,0,0.37,0.74,2.59,0.37,0.37,15.91,2.59,8.51,0,0,2.22,0,2.22,2.22,0,0,0,2.59,2.59,0.74,0,0,1.11,0,0.37,0,0
3Month,0.31,3.74,3.22,267.95,0.21,0,1.35,0.94,16.95,6.03,0,10.92,7.59,2.08,64.28,5.72,85.92,20.6,9.88,1.25,0.31,9.99,1.46,1.35,0.21,2.81,0.42,0,0.21,3.64,14.25,0.31,0.1,0,0.21,9.05,3.64,3.64
22Month,0.27,3.83,5.74,60.81,0,0,0.68,0.82,17.49,6.56,4.65,14.89,1.78,3.14,76.8,1.78,13.8,10.93,6.97,0,0.55,5.06,0.41,0.41,0.14,2.73,0.41,1.37,0.14,0.55,10.52,0.41,0,0,0,0.55,0.14,1.5
