stage,Epithelial_cell,Erythrocyte__Liver_,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0.56,0,0.28,0,0,0.28,2.54,0,0,0.28,0,0,0
21Day,1.48,0,0,0,0,0,0.37,0,0,0.37,0,0.74,0.74,0.37,0,0,0.37,0,0
3Month,0.31,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0,0,0,0.21,0,0,0.21,0.21
22Month,0.27,0.14,0.82,0.14,0,0,0,0.14,0.27,0,0,0,0.14,0.14,0,0,0,0,0
