stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0
21Day,0.74,0,0,120.25,7.77,0,0.74,0,0,0,0,0.37,2.96,0,2.96,23.68,7.4,4.81,0,0,1.11,0,5.18,1.48,0.37,1.48,2.22,0,1.11,3.7,12.58,0,0,0,0.74
3Month,0,0.31,0.52,43.06,0,0.1,0.21,0.42,1.35,0,7.07,1.04,0.21,2.29,0.94,1.46,1.77,1.04,0.73,0.1,0.1,0.42,0.21,0,0.1,0,0.52,0.42,0,0,0,0.1,0.21,0.42,1.25
22Month,0,0.27,0.27,19.68,0,0.14,0.27,0.14,1.37,0.68,30.06,1.23,0.41,1.91,0.14,1.09,1.91,1.37,0,0.68,0.27,0,0.14,0,0.14,0,0.14,0.14,0,0,0,0,0.14,0,0.41
