stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,20,0,116,2,0,0,1,0,0,1,0,17,0,0,0,1,18,131,98,105,0,0,0,1,68,789,0,0,0,21,0,0,0,0,0,5,0,0,0
72hpf,9.02,8.74,0,39.46,7.05,4.79,0,0.56,0,0,1.41,0,0,0,0,3.1,0.28,29.88,209.69,8.46,51.3,0,10.71,1.97,1.69,301.3,166.85,1.69,3.95,0,68.77,3.66,0,26.49,8.74,6.2,10.99,0,0,0
21Day,21.09,9.99,6.29,238.27,3.33,17.02,0,6.29,0,1.11,5.18,0,0,17.02,10.73,25.9,22.2,16.65,133.57,29.6,99.53,0,0.37,16.28,0,129.5,70.3,4.44,3.33,0,61.42,14.06,3.7,17.39,11.47,22.57,4.44,0,0.37,7.03
3Month,0.42,2.7,1.77,82.49,0.52,0,1.04,1.14,0.21,18.93,14.15,0.1,0,163.51,14.25,1.77,69.07,7.7,14.87,16.43,11.13,2.29,0,7.07,3.43,4.58,0.83,2.6,2.29,0,1.77,3.74,198.88,0.83,0.31,0,0.31,7.28,14.25,8.32
22Month,0.41,2.73,2.73,20.09,0.27,0,0.41,1.23,0.14,12.16,45.91,4.24,0,263.73,7.24,4.65,105.22,1.78,3.96,34.16,11.75,0.41,2.05,4.37,0.14,2.05,0.27,2.6,2.32,0.55,1.64,0,31.98,2.19,2.87,0,0.14,0.68,0,3.01
