stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,597,3,0,0,0,0,6,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,0.28,0,1.69,0,1.97,0,0,0,0,0,1.97,0,0,3.66,159.24,0.85,0,0.28,0,0,7.89,3.38,0,0,0,1.69,0,0,0,1.13,0,0,0,0,0,0
21Day,1.11,0.37,0.37,3.7,0,2.22,0,0.74,0,0,0,0.37,0,4.44,0,0.37,0.37,196.09,4.07,0,0,0,0,3.7,1.48,0,0,0,0.74,2.59,0,0,0,0.74,1.11,0.37,0,0,0.37
3Month,0.1,1.04,0.62,6.45,0.1,0,0.31,0.21,0.83,1.77,0,10.82,3.85,1.56,5.51,1.04,2.29,380.29,3.74,0.52,0.1,0.62,0.62,0.1,0,0.42,0.42,0,0.52,2.08,0,1.87,0.1,0,0,0.1,0.83,2.81,7.59
22Month,0.14,1.09,0.14,1.5,0,0,0,0.14,0.41,5.33,0.27,11.07,0.82,1.5,0.96,0,0.27,184.89,1.5,0,0.68,0.41,0,0.27,0.14,0.14,0.41,0.27,0,0.14,0.14,0.55,0,0.14,0,0,0,0,2.6
