stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,195,3,0,0,0,0,0,0,0,0,0,0,0,1,19,1,112,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,23.39,0,0,19.45,5.64,2.54,0,0.28,0,0,0,0,0,0,0,0,1.41,74.13,0.56,88.5,0.28,0.28,0.56,0,15.5,17.19,0,0.28,0,32.41,0,0,0.56,0,0,0,0,0
21Day,8.14,0,0,26.64,1.11,0.74,0,0.74,0,0,0.37,0,0,0.37,0.37,0,3.33,17.02,0.74,78.44,1.11,0,0,0,4.07,17.02,0.74,0,0,7.4,1.85,0,0,0.74,1.48,0,0,0.37
3Month,0.94,0.62,0.31,82.38,0.83,0,0.52,0,0.1,0.62,3.74,0,7.59,2.91,0.31,2.7,1.56,55.55,3.43,64.8,68.13,0,1.25,1.04,1.66,2.18,0.21,0.42,0,14.25,2.5,4.99,0.21,0,0,57.11,2.7,1.66
22Month,0,0.14,0.27,8.61,0.27,0,0,0,0,0,1.23,0.14,3.28,0.14,0.41,0.27,0,3.55,0.27,31.57,6.29,0,0.27,0,0.55,0.82,0.14,0,0.14,4.92,0,8.34,0,0,0,3.69,0,0.14
