stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,29,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,18.32,0.28,1.69,0,0,0,0,0,0,0,0,0,0.56,90.19,5.64,0,2.54,0,0.56,0,0,11.27,9.3,0.56,0,0,1.41,3.38,0,0.28,0,0,0,0,0,0
21Day,3.7,1.11,5.92,68.82,0.37,4.81,0,0,6.66,0.74,0,0,1.48,0,2.22,52.54,3.33,9.62,2.22,4.81,0,0,15.91,0,10.73,7.4,4.44,0,0,2.96,9.62,0,3.7,0.74,1.11,0.37,0,0,1.85
3Month,1.04,3.64,14.04,190.04,0.31,0,3.95,0.52,271.8,15.91,0.1,0,212.82,23.09,1.25,709.92,28.08,17.99,15.6,22.68,5.1,0.83,145.21,5.2,4.68,0.94,22.99,1.77,0,0.62,13.63,0.1,55.44,0.73,0.1,0.31,5.3,45.25,14.15
22Month,1.64,12.98,25.69,100.03,0,0,3.14,0.55,114.92,43.04,14.48,0,364.31,16.81,5.74,786.55,8.06,9.7,22.27,40.72,0.96,17.08,91.01,0.82,3.83,1.78,24.32,4.51,7.79,1.37,2.05,0,21.73,4.1,2.19,0.27,0.96,0.14,11.75
