stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,8.46,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0.85,0,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,2.96,0,6.29,0,1.48,0,0,0,0,0,0.37,42.55,0,0.74,2.59,6.29,4.07,0,0,0.74,0,6.66,1.85,0,0,0,1.48,2.96,0,0.74,0.37,0,0,72.15
3Month,0.31,0.52,0.31,8.53,0.1,0,0.83,0,0.1,0.62,3.64,0,7.18,4.37,7.39,2.6,0.52,3.54,9.67,4.06,0.83,0,0.62,0.83,0.31,0,0.42,0.52,0,0.1,2.08,3.12,0.1,0.1,1.46,1.98,241.11
22Month,0,0.82,0.41,1.78,0.14,0,0.96,0,0,0.14,3.69,0.82,10.11,1.23,5.74,0.82,0,0.27,6.15,2.46,0.14,1.23,0.27,0,0.14,0.14,0.55,0,0.27,0.14,0.68,0.27,0.14,0,0,0,87.73
