stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,24,0,0,0,0,15,223,0,0,0,3,0,0,0,0,1,0,0,0
72hpf,5.07,6.76,0,12.97,2.82,1.41,0,0.28,0,0,0,0,0,0,0.56,0.28,4.79,32.98,0.28,12.68,0,1.97,0,0.28,41.43,58.91,0.85,3.38,0,18.88,0.56,0,5.92,0.28,0.85,0,0,0
21Day,15.54,4.44,0.37,44.77,1.48,4.07,0,0.37,0,0.37,0,0,0.37,0,2.22,0.37,2.22,12.21,1.11,11.47,0,0,1.85,0.37,14.8,14.06,0,1.48,0,6.66,3.33,0.37,7.4,0,2.59,0,0,0
3Month,0.21,8.43,1.04,89.35,0.21,0,0.62,0.31,0.1,3.54,2.39,0,63.24,2.81,0.73,11.86,5.93,45.87,3.64,6.03,1.14,0.21,3.12,1.35,2.08,0.62,4.68,7.7,0,1.56,1.77,20.39,1.14,0.1,0.21,1.77,2.91,1.66
22Month,0,6.01,1.91,27.6,0.27,0,1.09,0.14,0,4.1,3.55,10.11,258.81,1.09,2.19,24.87,1.78,10.66,5.6,9.84,0.27,8.2,1.64,0,3.14,0.96,5.33,17.63,0.41,0.96,0.55,6.01,10.11,0.68,0.27,0,0,0.96
