stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,72,10,0,55,15,2,0,0,0,1,0,5,0,0,0,0,11,17,33,96,0,0,0,1,39,5204,2,0,0,6,0,0,0,4,0,0,6,0,0,0
72hpf,145.15,29.31,0,82.3,92.73,51.01,0,0.85,0.28,0.56,0,0,0.28,0,1.97,0.28,18.04,192.22,11.56,193.63,0,3.95,6.2,1.69,525.93,2445.88,3.66,11.27,0,127.11,1.41,0,0,586.81,3.95,2.82,15.22,0,0,0
21Day,49.58,3.33,2.59,97.68,27.75,68.45,0,12.21,0.37,2.59,0,0,12.58,4.07,23.68,12.21,5.18,84.36,20.35,115.07,0,0,17.39,0,143.55,1218.74,1.85,7.77,0,39.96,55.87,0,0.37,452.49,9.25,24.42,7.03,0.37,0,13.69
3Month,0.62,3.12,0.73,15.39,6.24,0,0.1,0.1,0.42,1.25,0,0,3.43,2.6,0.21,2.6,0.73,3.95,0.83,2.18,0.21,0,0.83,0.21,2.6,18.83,2.6,0.21,0,0.1,0.62,0.1,0.73,8.63,0,0,0.52,0.21,0.73,0.94
22Month,0.27,1.5,0,14.89,9.98,0,0.27,0.14,0.27,1.23,8.2,0,3.83,0.41,0.14,1.23,0.41,3.83,0.68,1.5,0,0.82,0.68,0.14,0.55,7.52,2.73,0.96,0.27,0.14,0,0,0.27,7.52,0.14,0,0.14,0.27,0,0.27
