stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,31,10,0,0,0,0,9,86,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.69,0,10.99,0.56,0.85,0,0,0,0,0.28,0,0.28,0,0,0.56,0,3.38,28.75,2.82,5.64,0,0.56,0,0,39.18,14.66,0,0,0,5.36,0,0,0,1.13,0.28,0.56,0,0,0
21Day,3.33,1.11,0,39.22,0,2.59,0,1.85,0,0,3.7,0,0,1.11,1.85,9.62,0.74,1.48,20.72,7.77,13.69,0,0,1.11,0,13.69,9.25,0.37,0.37,0,5.55,1.48,0,0,1.11,0.37,0.74,0,0,5.55
3Month,0.1,2.08,1.04,64.8,0,0,0.62,0.83,0.31,5.2,34.95,0.21,0,16.23,50.24,2.29,6.87,2.29,31.1,36.41,9.47,1.77,0.1,2.91,0.31,0.42,0.62,1.04,1.25,0,0.21,1.14,0.21,8.63,0.21,0.1,0,4.78,1.77,14.15
22Month,0,2.19,0.27,7.11,0,0,0.27,0.68,0.14,0.68,27.19,1.78,0,16.12,14.76,2.87,3.01,0.14,2.32,19.68,5.06,0,0,1.23,0,0.55,0.14,0.68,0.41,0.27,0,0,0,1.37,0.14,0,0,0.14,0,2.87
