stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.85,0,0,0,0,3.38,1.69,0,0,135.57,0,0,4.79,0,0,0,0,0,0
21Day,1.11,0.74,0,1.11,0,1.85,0,0,0,0,0.37,0,0,0.37,0.37,0,0.74,0,10.36,0,0,2.96,0,3.33,1.85,0,0.74,136.16,0.74,0,5.18,0,1.48,2.22,0,0,1.11
3Month,0.1,1.04,0.31,11.44,0.21,0,0.21,0.31,0.1,1.56,7.39,15.19,7.18,0.62,7.18,1.04,3.64,4.37,76.76,54.82,0,56.69,1.14,0.73,0.21,0.52,2.5,126.07,1.14,6.87,0.94,0,0,1.98,1.35,2.18,2.5
22Month,0.14,1.37,0.14,1.64,0.27,0,0.68,0,0,0.14,1.64,12.98,1.23,0.41,1.78,0,0.14,1.09,9.16,0.55,0.27,16.81,0.14,0.41,0.14,0.14,2.05,103.31,0,1.23,0.14,0.14,0,1.64,2.05,0,0.96
