stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,12,2,2,0,0,0,0,0,0,0,0,0,3,10,12,27,0,0,0,0,4,289,0,0,6,0,0,0,0,0,0,0,0,0
72hpf,9.86,5.92,0,14.09,3.38,3.66,0.56,0,0.28,0,0.28,0,0,1.13,0,5.64,11.56,1.97,47.07,0,2.25,0.56,0,75.25,277.34,0.28,0.85,26.21,1.97,0,8.17,0,0,1.97,0,0,0
21Day,22.57,2.22,0,41.07,1.48,55.87,22.94,0,1.48,0,0,1.48,1.11,24.79,1.11,2.59,8.51,7.03,73.63,0,0,2.22,0,24.05,118.4,0.74,1.48,30.71,8.14,1.48,15.17,1.11,1.11,1.11,0,0,7.03
3Month,0.21,0.94,0.31,13.31,0,0,0.73,0.31,2.6,0,0,5.3,1.56,1.56,1.87,0.94,3.85,3.95,3.54,0.52,0,0.21,0.62,0.83,0.83,0.62,0.1,0.42,1.14,79.99,0.1,0,0,0,1.98,5.2,5.41
22Month,0.27,1.37,0.14,3.55,0,0,0,0,3.01,0.27,0,15.3,0.55,0.82,3.42,0,0.96,2.87,2.19,0,0.27,0.27,0.14,0.14,0.14,0.41,0.27,0,0,12.44,0.27,0,0,0,0.14,0,1.23
