stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,11,0,34,0,1,0,1,0,1,0,1,0,0,1,0,2,26,92,90,0,0,0,1,13,732,1,0,0,18,0,0,0,0,0,0,7,0,0,0
72hpf,6.2,2.82,0,12.68,3.1,4.51,0,0.85,0,0.56,0,0,0.56,0,1.41,0,12.97,12.12,2.54,47.07,0,5.07,0.85,0,71.31,226.32,0,1.41,0,34.39,2.25,0,0.56,9.86,0,0,1.69,0,0,0
21Day,12.58,1.11,0.37,21.83,0,40.33,0,18.5,0,3.7,0,0,0.74,0.37,18.13,1.11,0.37,5.55,11.84,18.13,0,0,0.37,0,15.91,69.56,0,1.11,0,7.4,5.55,0,0.74,6.66,0.37,1.48,1.11,0,0.37,7.03
3Month,0.31,0.62,1.14,14.87,0.1,0,0.62,2.39,0.73,21.95,0,0,21.64,9.67,5.3,12.59,0.52,2.6,15.81,5.1,1.14,0.21,1.04,1.14,0.94,1.46,0.21,0.83,0,0.21,1.25,0.1,112.75,0.21,0,0,0,1.25,44.21,11.65
22Month,0.27,0.96,1.78,7.11,0.14,0,1.91,2.05,1.09,52.47,1.91,0,67.91,8.34,12.98,33.07,0.27,0.82,47.01,2.19,0.27,3.28,0.68,0.14,0.41,1.09,0.82,0.27,2.32,0.41,0.14,0,17.49,0.27,0.27,0,0,0,0,4.78
