stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,46,2,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.23,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,5.64,16.91,0,0.28,0,0,0,0,5.64,1.13,0,0,0.85,1.13,0,0,0.56,0.28,0,0,0
21Day,0.74,0,0.37,53.28,0,0.74,0,0.37,0,1.48,0,0,0,0.74,0,1.11,0,11.84,19.24,0.37,2.96,0,0,0.74,0,4.07,1.11,0,0.37,1.11,1.11,0,0,0,0.37,0,0,0
3Month,0.21,0.62,0.83,221.97,1.25,0,1.14,0,0.94,61.27,1.77,0,0,22.68,4.16,0.1,6.87,14.25,14.67,3.64,4.58,0.73,0,2.7,0.31,4.78,0.42,3.12,0.21,0.52,2.91,3.43,0.31,0,0,3.95,2.18,3.43
22Month,0.14,0.68,0.14,73.93,0,0,0.41,0,0,26.1,1.23,0.41,0,16.12,0.55,0.14,3.01,2.19,4.92,2.05,1.09,0,0.96,0.82,0,2.46,0.14,1.64,0.14,0.14,0.55,0.27,0.41,0,0,0.27,0,0.27
