stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,5.36,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0.28,0,0,0.28,0.85,0,0,0,0.56,0.28,0,1.41,0.28,0,0,0
21Day,0,5.18,0,0.74,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0.37,2.22,0,0,0,0.74,0,0,0,1.11,2.22,0,0
3Month,0.21,30.58,0.52,6.97,0,0,0.1,0.1,0,1.46,1.35,0,7.8,1.66,0.1,4.78,0.42,1.98,1.56,4.99,0.73,0.1,1.14,1.14,0.52,0.21,0.42,0.21,0,0.31,1.14,2.08,0.21,6.97,245.58,2.6,1.87
22Month,0.14,6.15,0.27,1.5,0,0,0,0.14,0.14,0.14,0.55,4.92,3.55,0.14,0,1.64,0,0,0.82,1.23,0,0.14,0.14,0,0.41,0,0,0.41,0.14,0,0.14,0,0,0.82,25.42,0,0.41
