stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29,0,0,0,0,7,122,0,0,8,0,0,0,0,0,0,0,0
72hpf,8.74,0.28,0,2.54,3.1,0.56,0,0,0,0,0,0,0,0,0,0.56,3.66,0,22.27,0,0,0,0,12.97,17.19,0.28,0.56,20.29,0,0,5.64,0,1.69,0,0,0
21Day,9.62,0,0,7.4,1.11,1.11,0,1.85,0.37,0.74,0,0,0,0,0,0.37,2.22,1.11,35.89,0.37,0,3.33,0,10.73,11.1,0.37,1.11,14.43,1.85,0,2.96,1.48,0.37,0,0,0.37
3Month,0.1,0.31,0.31,6.87,0.1,0,0.1,0,0.62,0.83,0,4.06,0.42,0,1.46,0.62,2.29,0.52,3.54,0.52,0.1,0.31,0.42,0,0.1,0.21,0,0.62,0.42,9.67,0,0,0.1,1.04,0.73,0.21
22Month,0,0.27,0.27,2.32,0,0,0.14,0,0.14,1.64,0.82,12.44,0.14,0.27,1.23,0.68,0.96,1.23,3.14,0,0.41,0.27,0,0.55,0,0.27,0.14,0.41,0,0.96,0.55,0,0,0.27,0,0.27
