stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0.28,0,0.85,0,0,0.56,0,0,0,0,1.13,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0
21Day,0.37,0,1.11,3.33,0,1.85,0,0.37,0,0,0,0.37,0,0.37,45.14,1.11,2.22,0,5.18,0,0,0,0,6.29,1.48,5.55,0,1.85,3.7,0,0,0.74,0.37,0.74,0.37,0,0,0
3Month,0.31,2.18,1.25,20.91,0.31,0,2.5,0.21,10.09,7.39,0,20.18,9.05,1.04,704.4,1.46,5.51,4.58,9.15,1.98,0,2.29,1.98,0.73,0.1,36.82,1.04,0.31,4.68,0.1,6.14,0.42,0.1,0,0,1.98,4.68,6.76
22Month,0.55,3.14,0.68,4.65,0.14,0,0.68,0.41,13.12,3.69,2.73,32.25,1.64,0.14,654,0,0.68,2.87,7.52,0.27,2.05,2.05,0,0.27,0,29.11,1.37,0.14,1.09,0,1.37,0.41,0.27,0,0.14,0.14,0,1.64
