stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,3.1,0.28,1.41,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0.85,0,0,0,73,2.25,0.28,0,0,0,0,0,0.56,0,0,0,0,0,0
21Day,1.11,1.11,0,2.96,0.37,5.18,0,1.48,0,0,0,0.37,0.74,1.11,0.74,0.74,2.22,0.37,4.81,0,0,0,143.18,2.96,0.74,0.37,0,3.33,4.81,0,0.74,0.74,1.11,0,0,0,1.11
3Month,0.1,0.1,0,2.08,0,0,0,0.1,0.31,0.31,0,3.85,0.42,0.1,0.83,0.1,0.83,0.1,0.83,0.31,0,0.21,1.35,0.1,0.42,0,0,0,0.21,0.52,0.21,0,0,0.1,0.52,0.42,0.1
22Month,0.14,0.14,0.14,1.37,0,0,0.14,0.27,0,1.37,0.14,16.12,0.14,0.27,1.37,0,0.14,0.68,1.5,0,0.55,0,1.64,0.14,0.82,0,0.14,0,0,0.27,0.55,0.27,0,0,0,0,0.14
