stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,6,0,358,1,0,0,0,0,0,4,0,0,0,0,20,859,10,31,0,0,0,2,8,215,0,0,0,3,0,0,0,0,2,0,0,0
72hpf,9.86,1.13,0,58.91,2.54,16.07,0,0,0.85,0,0,0.28,0,0.28,0,3.95,1025.08,1.41,17.19,0,0.56,0.28,0,91.04,44.81,0,0.56,0,18.6,0,0.28,6.48,0.28,0.56,0,0,0
21Day,0.74,0,0,49.95,0,0.37,0,0,0.37,0,0,0.37,0,0.74,0,0.37,19.24,0.74,2.59,0,0,1.11,0,1.48,1.85,0,0,0,1.11,0.37,1.48,0,0,0,0,0,0.37
3Month,0.1,0.1,0,6.76,0.21,0,0.1,0.31,1.66,0,0,2.5,28.92,0.1,0.83,0.21,0.83,0.52,0.94,0.31,0,6.66,0.1,0.73,0,0.31,0,0,0.31,0.42,22.36,0.21,0,0,0.21,6.24,0.73
22Month,0.14,0.14,0.14,1.09,0.41,0,0,0.14,0.14,0.55,0,2.73,0.96,0,0.96,0.27,0.27,0.55,0.82,0.14,0.14,1.91,0,0,0,0,0.14,0.41,0,0.14,18.45,0,0,0,0,0,0
