stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0.28,5.07,2.54,0,0,1.69,0,0.28,0.85,0,0,0
21Day,0,0,0,2.59,1.48,0,0,0,0,0,0,0.74,0,0.74,0.37,0,1.48,0,0.37,0,0.74,1.48,0,0,0.37,0,0,0.37,0,0,0
3Month,0.1,0.21,0.1,4.89,0.62,0,0.1,0.1,0.21,2.39,0.21,0,0.62,0.83,0.52,0.73,0.62,0.52,0.21,0.21,0.52,0,0,0,0,0.21,5.41,0,0.52,47.54,0.42
22Month,0,0.27,0.14,0.96,0.14,0,0,0.14,0.41,2.73,0.14,0.55,0.41,0.14,0,0.14,0.27,0,0,0,0,0,0,0.14,0,0,0.55,0,0,0,0.14
