stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,2,2,76,0,0,0,0,0,0,0,3,0,0,0
72hpf,0.28,0,0,0.85,0.56,0.28,0,0,0,0,0,0,0,0,0,0,1.41,0.28,0,0,0,0,0,6.2,18.04,0.28,0.28,0.85,0,0,3.1,0.85,0.85,0,0,0
21Day,0.37,0,0,2.22,0,0.74,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,3.33,1.85,0,0,0,0.74,0,1.48,0,0.74,0,0,0.37
3Month,0.1,0.52,0.31,21.43,0.73,0,0.31,0.1,0.94,1.66,0.1,7.07,1.87,0.1,3.22,4.99,1.77,2.18,1.14,0.1,0,0.42,1.56,4.99,0.83,1.35,0.31,0.31,0.62,8.63,0.42,0,0.52,0.83,274.92,1.35
22Month,0,0.27,0,8.75,0.14,0,0.14,0,0.14,0.82,1.09,7.11,0.55,0,2.32,0.55,0.14,0.55,0.82,0,0.41,0.27,0,0.82,0.41,0.55,0,0,0,2.05,0,0,0,0.14,0.68,0
