stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,12,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,2.25,14.37,0,16.35,14.66,3.38,0,0,0,0,0.28,0,0,0,0,0,2.25,19.45,0.56,5.36,0,0,0.56,0,52.99,254.23,0,0.56,13.25,0,0,0,17.19,1.69,0.28,1.69,0,0,0
21Day,2.22,7.77,0,119.51,2.96,7.03,0,0.37,0.74,0,0,0,0.37,0,0.74,0.74,1.85,31.08,1.85,4.44,0.37,0,0.74,0,34.41,31.45,0,1.48,8.51,3.33,0,0,28.12,1.11,1.85,28.49,0,0,0.37
3Month,0,32.35,0.21,30.89,0.42,0,0.21,0.1,0.73,1.77,0,0,2.7,11.23,1.04,0.83,0.83,9.15,3.22,5.51,13.11,0.1,0.62,0.52,0.52,0.42,0.83,0.31,0.21,0.62,0.1,1.25,2.18,0,0,1.25,1.04,0.52,0.52
22Month,0,8.61,0,32.25,0.27,0,0.41,0.27,0.27,5.19,0.27,0,7.11,6.29,2.19,0.55,0.55,2.6,7.52,5.19,1.64,0,0.41,0,0.68,0.41,2.19,0.41,0.14,0.14,0,0.68,8.47,0.55,0,1.5,0.14,0,0.27
