stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.41,0,8.46,0,0,0,0,10.15,5.92,0,0.85,0,10.15,0,0.28,0.56,0,0,0.85,0,0,0
21Day,0,0.37,0.37,8.51,0.74,1.85,0,1.48,0,0,0.74,0,0.74,0.37,1.11,1.11,0.74,6.66,2.22,7.03,0,0,0,0,6.29,4.81,0,0.37,0,6.66,0.37,0.37,0,0.37,0.37,0,0,0,1.11
3Month,0.1,0.83,1.14,14.25,0.21,0,0.21,0.42,0,2.5,7.07,0,44.1,1.98,1.14,9.67,0.42,4.06,7.7,5.2,1.25,0.1,1.35,1.14,0.1,0.21,0.83,0.42,0,0.31,1.77,2.18,0.31,0,0,0,0.42,1.46,3.33
22Month,0,1.09,1.78,10.66,0,0,0.55,0.68,0.14,2.87,25.69,3.14,125.99,4.37,1.37,17.35,0.14,1.23,9.02,5.33,0,1.78,1.37,0.27,0.41,0.41,0.41,0.55,0.14,0.41,0.14,0.68,2.05,0.27,0,0.14,0.41,0,1.91
