stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0.28,0,0.28,0,0,1.13,0.85,0,0,0,0.28,0.28,0,0.28,0,0,0,0,0,0
21Day,0,0,0,4.44,0.37,0.37,0,0,0,0,3.33,0,0.74,0.37,0,2.96,0,4.07,0,0,0.37,0,1.48,2.22,0,0.37,0,2.59,1.11,0,0,0,0.37,0,0,0,0.74
3Month,0,0.31,0.83,6.55,0,0,0.31,1.25,1.04,0.1,140.01,2.5,0.21,9.57,0.73,2.5,0.52,4.16,0.73,0.52,0.1,0.21,0.21,0.1,0.31,0,0,0.42,1.77,3.22,0.42,0,0,0,0.62,2.6,2.08
22Month,0.14,0.27,0.14,1.91,0,0,0.14,1.09,1.78,1.64,131.46,1.64,0.41,7.24,0.14,1.5,0.96,3.14,0.14,2.05,0.27,0,0.27,0.14,0.27,0.41,0.27,0.14,0.27,0.68,1.64,0.55,0,0.14,0,0,1.5
