stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,0.56,0,0,0,0,0,0,0.56,0,0,5.07,67.36,0.85,0.56,1.13,0,0.85,0,0,6.2,4.79,9.58,0.28,0,2.25,0,0,0.28,0,0,0.85,0,0,0
21Day,0,0,2.59,2.22,2.22,0,0.37,0,0,0,0,8.14,0,0.37,20.72,0,2.22,0,5.18,0,0,0.37,2.22,12.58,1.85,4.81,0,0,0.37,1.11,0,0.37,0,0.37,8.51,0,0,0.37
3Month,0.31,1.35,3.43,10.4,0,1.25,0.21,2.29,3.74,0.1,0,842.12,5.2,0.52,88.73,2.18,2.81,3.43,6.66,1.04,1.25,2.6,16.43,0.42,0.1,23.51,1.35,0,0.42,10.51,2.81,0.42,0.1,0,0.83,1.35,1.25,3.64
22Month,0.68,0.55,1.78,2.32,0,1.78,0.14,0.68,2.87,0.96,0,836.29,0.82,0.27,33.89,0.41,0.96,2.32,5.06,0.14,26.51,0.68,0.55,0.41,0.14,20.63,0.96,0.55,0,1.91,1.91,0.27,0.27,0,0.14,0.14,0,0.96
