stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,5,19,24,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,1.69,0.56,1.13,0,0,0,0,0,0,0,0,0,0.85,3.66,0.56,3.1,0,0,0,2.54,35.51,6.48,0.28,0,5.92,0,0,4.79,0,0,0,0,0,0
21Day,2.59,0.74,0,7.77,0.74,3.7,2.22,0,0,1.11,0,0.37,0.37,1.48,0.74,1.11,3.7,1.85,6.66,0,0,0.37,2.22,8.88,7.4,0.37,0,2.22,1.11,0.37,8.51,0,1.48,0.74,0,0,0.74
3Month,0,0.42,0.21,3.02,0,0,0.1,0.1,0.73,1.35,0,8.63,1.35,0.1,3.02,0.94,0.62,0.94,0.83,0.31,0,0.62,10.3,0.21,0,0,0,0.21,0,6.45,0.31,0,0,0.21,0.42,4.99,0.62
22Month,0.14,1.09,0.41,3.55,0.14,0,0.14,0,0,3.69,0.96,17.63,1.64,0.27,2.32,0.27,0.55,2.19,1.23,0,0.14,0.55,0.14,0.27,0.14,0,0.27,0.14,0,0.27,1.23,0.14,0,0,0.41,0,0.41
