stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,12.12,0,0,0,0,0.28,0,0.56,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,22.57,0,1.11,0,1.11,0,0,0,0,0,1.48,0.37,3.7,28.49,1.11,3.7,0,0,0.37,0,0.74,0,0,0,0,0.74,0.37,0,0,0,0,0,0.37,0,1.85
3Month,0.1,1.87,3.74,95.59,0.21,0,0.62,0.83,10.4,9.67,0,32.87,8.32,1.35,61.47,3.43,17.58,7.18,5.62,1.04,0.31,3.02,3.12,1.04,0.1,2.18,0.21,0,0.21,2.18,0.1,3.95,0.1,0,0.21,1.46,2.29,9.67
22Month,0.27,5.6,9.29,35.26,0.14,0,1.09,0.82,7.38,16.26,3.28,88.55,3.96,2.87,118.75,1.23,7.11,10.52,9.43,0,5.06,2.73,0.41,0.41,0.41,2.87,0.96,0.14,0.41,0.27,0,5.47,0.82,0.14,0.14,0.68,0,5.88
