stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,17,0,0,0,0,11,176,0,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,4.51,1.97,0,2.82,2.25,1.97,0,0,0,0,0,0,0,0,0,0.56,5.64,0,18.88,0,0,0.28,0,104,47.07,0.56,1.41,0,15.78,0,0,5.64,0,0.28,1.69,0,0,0
21Day,3.7,0,0,2.59,0.37,0.74,0,0,0,0,0,0,0,0.37,1.48,0,1.11,0,18.87,0,0,1.85,0,23.31,14.8,0,1.11,0,5.55,1.48,0.37,0.74,0.37,0,0.37,0,0,0.74
3Month,0.1,2.29,0.1,2.91,0.1,0,0.1,0.1,0.21,0.73,0.1,3.22,0.94,0.1,3.02,0.31,1.04,0.42,7.8,1.04,0,0,0.21,0.94,0.52,0.83,0.83,0,0.62,0.1,9.05,0.21,0,0,0.31,0.52,3.74,0.21
22Month,0.27,3.42,0,1.91,0.27,0,0.14,0,0.27,0.55,0.41,11.34,0.14,0.27,1.64,0,0.55,0.68,6.15,0.27,0.27,0,0,1.09,0.27,0.68,0.96,0.27,0.14,0,2.32,0.96,0,0,0,0,0,0
