stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.54,0.28,0.28,0,0.28,0,0,2.54,0.28,0,0,0,0.85,0,0,0.28,0,0,0,0,0
21Day,1.48,0,0.37,11.1,0.37,0.74,0,0.37,0,0,0.74,0,0,0,1.85,0,0.74,8.88,1.85,4.44,0,0,1.11,0,2.59,1.11,0.37,0,0,1.48,0.74,0,0,0.37,0,0,0,1.11
3Month,0.73,7.49,6.66,110.67,0.52,0,1.46,1.14,0.1,30.79,49.3,0.31,85.61,41.09,6.03,99.44,11.34,25.38,42.75,19.56,3.64,0.1,16.23,7.49,2.91,0.62,5.82,1.35,0,0.21,3.12,5.3,0.52,0,0.52,13,4.37,66.36
22Month,0.41,36.9,6.15,64.36,0.96,0,0.68,0.82,0.68,18.45,37.99,20.09,165.62,14.76,8.34,96.47,3.01,8.75,39.49,24.87,0.68,2.05,11.21,0.96,0.82,0.55,7.24,1.23,0.27,0.27,1.64,0.82,1.78,0,0.14,5.19,0,34.71
