stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,13,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0,0,0.56,0,0,0.56,0,0,0,3.66,0,0,0.85,0.28,0.28,0,0,0,0,1.41,1.13,0,0,0,0.56,0,0,0.28,0,0,0,0.56,0,0,0
21Day,2.22,0,2.22,11.47,9.25,0,7.4,0,0,2.59,0,0,1.48,95.46,2.22,0.37,3.7,3.7,2.22,0,0,0.74,0,4.07,2.59,0,0.74,0,1.48,2.96,0,0.37,0.74,0.37,1.48,0.74,0,0,29.6
3Month,0.21,0.83,0.83,17.16,0,1.14,0.42,0,3.33,10.82,0,19.97,49.82,13.63,82.69,1.14,3.54,13.94,5.82,1.14,0.21,7.91,3.85,0.42,0,0.62,0.21,0,0.21,1.87,0.1,6.24,0.42,0.1,0,0.31,1.14,21.53,130.96
22Month,0.27,0.96,2.6,13.53,0,0.82,0.82,0.14,5.88,19.54,1.09,160.84,35.8,22,100.16,0.27,3.42,31.43,2.87,0.14,0.96,3.14,0.41,0.41,0,0.82,0.55,0.68,0.14,0.27,0,4.92,3.55,0.96,0,0.14,0,0,71.47
