stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44,31,0,172,14,0,0,1,0,0,0,3,0,0,2,0,18,34,10,644,0,0,10,116,2386,1,0,0,97,0,0,0,0,0,18,0,0,0
72hpf,23.11,5.07,0.28,22.27,25.65,16.07,0,0.28,0,0,0,0,1.69,0,0,0,58.91,23.68,3.1,200.39,14.94,1.97,2.54,200.96,956.59,0.56,3.95,0,138.11,1.13,0.85,160.37,0,0.56,6.76,0,0,0
21Day,1.85,0,0,2.59,5.18,0.37,0,0,0,0,0,0,0,0,0.74,0,0.74,1.85,0.37,14.06,0,0,0,3.7,48.84,0,0.37,0,7.03,0.74,1.48,2.59,0.37,0,0,0,0,0.37
3Month,0.1,0.31,0,1.14,0.52,0,0.21,0,0.42,0.42,0,0,3.22,0.42,0.1,1.25,0.21,0.73,0.73,0.1,0,0.1,0,0.1,0.21,0.1,0.1,0,0,0.21,7.49,0,0,0,0,0.31,0.52,0.1
22Month,0,0.41,0.41,1.09,1.23,0,0.14,0,0.27,1.09,0.27,0,13.66,0.55,0,1.91,0.14,0.68,0.96,1.23,0.55,0.27,0.14,0,0,0.14,0,3.01,0,0,17.49,0.68,0,0,0,0,0,0
