stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,0,0,0,3,80,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,0.85,0.85,0,1.97,0,0.85,0,0,13.53,9.02,0,0.28,0,0.85,0.28,0,1.13,0,0,0,0,0
21Day,1.85,0.74,0.37,4.44,0.37,2.59,0,3.33,0,0,0,1.11,0,0.37,0.74,0,0.37,0,4.44,0,0,0.74,0,4.81,7.77,0,0,0,2.22,0,0,1.11,1.11,0.74,0,0,0.74
3Month,0.1,1.25,0.52,12.69,0.31,0,0.42,0.21,1.87,1.77,0,46.18,0.83,0.73,10.71,1.66,4.06,2.5,4.37,0.73,0.1,0.83,1.25,0.94,0.21,0.73,0.21,0,0.31,1.77,22.47,0.21,0,0,1.77,3.74,2.08
22Month,0,1.09,0.68,3.01,0,0,0.14,0.14,0.96,1.78,1.23,51.24,1.09,1.37,8.06,0.27,0.68,2.46,4.24,0,1.5,0.82,0,0.27,0,0.82,0.41,0.41,0.14,0,5.33,0.14,0,0,0.14,0,0.55
