stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,9,1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,36,0,0,0,0,11,326,0,0,0,3,0,0,0,0,0,3,0,0,0
72hpf,6.48,0.56,5.07,1.97,1.41,0,0,0,0,0,0,0,0,0.28,0,6.76,6.48,0,27.62,0,1.97,0.85,0,67.64,134.72,0.28,0.56,0,13.53,0.56,0.56,9.58,0.85,0.85,1.97,0,0,0
21Day,6.66,0.74,7.4,0.74,3.7,0,5.18,0,0.37,0.37,0,0.74,0.37,4.81,0.74,0.74,0.37,0.37,19.61,0,0,1.11,0,17.39,42.18,0,0.37,0,5.55,1.11,1.48,5.18,0.37,1.85,0,0,0,1.11
3Month,0.21,0.1,6.55,0.1,0,0.62,1.14,1.35,1.25,0.21,0,4.06,1.46,1.14,2.81,0.62,0.83,2.08,3.43,1.56,0,4.37,0.73,0.31,0.42,0.1,0.21,0,0,0.83,135.95,0.73,0,0,0.1,0.52,13.63,5.2
22Month,0,0.41,0.55,0,0,0,0,0,0.14,0.14,0,3.28,0,0.41,0.27,0,0.27,0.55,0.96,0,0.55,0.14,0,0.27,0,0.27,0.14,0.27,0,0,15.3,0.41,0.14,0,0,0,0,0.82
