stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,21,5,0,30,0,1,0,0,0,0,1,0,0,0,0,6,3,1,67,0,0,0,0,22,243,0,0,1,0,0,0,0,0,0,0,0
72hpf,7.05,3.66,0,2.54,0.56,3.95,0,0,0,0,0,0,0,0,0,1.69,6.76,0.28,29.59,0,0,0.56,0,172.49,50.73,0,0.85,26.21,0.28,0,11.56,0,0.85,0,0,0
21Day,11.47,0.74,0,2.22,0,1.48,0,0.74,0,0,0,0.74,0.37,0.37,0.74,1.11,0.74,0.74,20.72,0,0,3.33,0,7.77,5.18,0,0.74,7.03,0.37,0.37,2.96,1.11,0,0,0,0.37
3Month,0,4.37,0.31,11.44,0,0,0,0.62,0.42,0,0,1.25,0.52,0.21,2.5,23.72,0.62,0.52,15.91,0.31,0,0.62,12.38,0.62,0,0,0.73,0.1,0.42,1.35,0.1,0,0.1,0.21,1.56,0.21
22Month,0,5.47,1.09,10.39,0,0,0.27,0.68,0.55,1.09,0,4.78,0.27,0.27,1.09,4.65,0.27,0.55,10.66,0.14,0.14,0.96,0.27,0.27,0.27,0.27,0.55,0,0.27,1.91,0,0,0.14,0,0,0
