stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.53,3.38,0.28,10.71,1.13,14.09,0.28,0,0.56,0,0,0,0.56,0,3.66,29.88,1.13,18.04,0,1.13,1.97,0,1074.97,204.62,0.56,1.13,0,26.49,0.56,0,16.63,0.56,1.69,2.54,0,0
21Day,1.85,0.37,0.37,5.55,1.11,9.62,0.74,0,0,0,1.11,0.74,2.59,1.11,1.11,2.22,1.48,6.66,0,0.37,2.22,0,235.68,37,0,0,0,4.44,9.99,0,5.18,1.85,1.48,0.37,0,2.22
3Month,0.1,0,0,0.52,0.21,0,0,0.1,0.1,0,0.73,0.42,0.1,0.31,0,0,0.21,0.21,0.1,0,0.21,0.1,0.21,0.83,0.21,0,0,0,0.1,5.82,0.21,0,0,0,6.24,0
22Month,0,0,0,0.14,0.14,0,0,0.41,0,0.14,3.28,0,0.14,0.27,0,0.27,0.14,0.27,0,0,0.14,0,0.27,0.14,0.14,0,0.14,0,0,4.78,0.14,0,0,0,0,0.14
