stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0,0,1.41,0,0.85,0,0,0,0,0,0,0,0,0,0,0.85,5.64,0,0.85,0,0,0.28,30.16,3.95,0.28,0,1.13,0,0,0.56,0.28,0,0.56,0,0,0
21Day,2.96,0.74,0.37,15.17,1.85,9.62,0,0.74,0.74,1.48,0,0,0.74,0,0.74,4.44,0.74,7.03,1.11,10.36,0,2.22,0,24.42,4.07,0,0.74,2.22,1.85,0.37,1.48,0,0.74,0,0.37,0,1.11
3Month,0.1,0.21,0.21,6.03,0.21,0,0,0,1.87,2.29,0,0,11.13,3.33,0.21,4.16,0.52,1.66,0.62,1.46,0,1.04,0.31,0.31,0,0.62,0.1,0,0.73,2.91,0,0,0,0,0.62,0.83,2.29
22Month,0,0.41,0.14,1.09,0,0,0.41,0,1.09,2.6,0.27,0,18.58,0.41,0.14,2.73,0.27,0.55,1.23,1.64,0.27,0.41,0,0,0,0.27,0.27,0,0.14,0.27,0.41,0.14,0,0,0,0,0.68
