stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,1.41,0.56,3.38,0,0.56,0,0,0,0,0,0,0.85,6.2,0,3.66,0,0.28,0,0,131.62,10.43,0,0.56,3.95,0,0,3.38,0,0.28,0,0,0
21Day,3.7,0,0.37,7.77,0,1.85,0,0,0,0,0.37,0,0.37,0.74,0.37,1.11,0.37,4.81,0,0,3.7,0,44.4,2.22,0,0,0.74,0.37,1.11,0,0.37,0,0,0,0
3Month,1.87,0.42,0.1,3.02,0,0,0.21,0,0.1,0.52,2.08,0.52,0,1.04,0,0.52,0.42,11.13,1.14,0.1,1.35,0.73,13.73,0.21,0.21,0.1,0,0.52,2.39,0.31,0,0,0.1,2.7,0.42
22Month,0.68,0.27,0,2.05,0,0,0.27,0,0.14,0.82,4.92,0.27,0.27,0,0.41,0,0.55,12.71,0,0.14,0.27,0,9.84,0.14,0.27,0.27,0,0.14,2.6,0,0,0,0,0,0.41
