stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,6,0,3,1,2,0,2,0,2,0,0,0,2,0,0,2,107,6,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,2.54,0,5.64,0.28,223.51,0,13.25,0,0,0,0,0,1.41,0,0.28,7.05,0.28,10.99,0,0,0,0,36.08,40.59,0,0,10.71,0,0,3.38,0,0.28,0.56,0,0,0
21Day,0.74,0.37,0,11.1,0.37,317.45,0,92.13,0,0,0,0.74,0,7.4,0.37,0.74,2.96,2.59,10.36,0,0.37,2.22,0,12.21,12.21,0,0.37,8.14,5.55,0,0,0.37,5.92,0.37,0,0,1.11
3Month,0.1,1.04,0.1,5.72,0,0,10.4,20.39,0.31,0.94,0,2.6,1.14,1.46,0.83,0.62,3.54,1.35,1.14,0.21,0,0.52,0.21,0.31,0.31,0.52,0.42,0.31,1.77,2.08,0,0,0,0.1,1.35,0.52,0.94
22Month,0.27,2.6,0.27,1.91,0,0,8.75,23.91,0,1.37,0.82,7.38,2.05,3.83,0.14,0.41,0.14,4.1,3.01,0,0.82,1.23,0,0.41,0,0.14,1.23,0,0.55,0.96,0.14,0,0,0,1.09,0,0.55
