stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,2.54,0,0.85,1.41,1.97,0,0,0,0,0,0,0,0,0.28,0,0.56,5.36,1.13,18.32,0,0,12.97,207.16,20.29,0,0.85,25.65,0,0,14.09,0.28,0,2.54,0,0,0
21Day,11.47,2.96,0.37,2.59,1.85,2.96,0,0.74,0,0,0,0,0.37,0.37,2.22,0,0,2.59,0,61.05,0,0,24.42,56.24,8.51,0.37,5.18,18.13,6.66,0,7.4,0.74,0.74,2.59,0,0,0.37
3Month,0.31,1.25,0.1,1.25,0.73,0,0.1,0,0.21,0,0.42,0,1.46,0.31,0.1,0.62,0.21,0.42,0.31,21.43,1.46,0,2.81,2.5,0.21,1.25,3.85,0.21,0.31,0.31,0.73,0,0,0.21,0.52,0.21,0
22Month,0.27,0.55,0,0.55,0,0,0.41,0,0.14,0.41,0.82,0.27,5.47,0.41,0.27,0.27,0,0,0.96,39.22,0.27,0.14,2.87,1.78,0.55,0.82,20.22,0.14,0,0,2.87,0.27,0,0,0.68,0,0
