stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0,0,2.54,1.13,2.25,0,0,0,0.28,0,0,0,0,0,0,2.25,0.28,7.89,0,0.28,0.28,142.9,57.5,0,2.25,0,12.4,0,0,5.92,0.28,0,0.85,0,0,0
21Day,1.48,0,0.37,2.96,0,1.11,0,0.37,0,0,0,0.37,0,0.37,0.37,0.74,2.22,0.74,14.06,0.37,0,0.37,41.44,12.95,0.37,1.48,0,13.32,1.85,0.74,3.7,0.74,0.37,0.74,0,0,0
3Month,0.1,0.83,0.1,3.02,0,0,0,0.21,0.1,1.04,0,3.74,0.31,0.21,2.08,0.21,1.46,1.25,7.07,2.5,0.1,0.62,0.21,0.52,0.62,0.21,0,0.1,0.1,4.68,0.62,0,0,0.52,0.52,0.83,0.62
22Month,0.27,1.23,0.14,1.91,0,0,0.27,0,0.14,1.23,0.55,18.86,1.09,0.27,2.87,0.41,0.27,2.46,4.51,0.14,0.27,0.96,0.41,0.27,0.27,1.09,0.27,0,0.14,6.56,1.5,0,0,0,0.14,0,1.64
