stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,77,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,2.25,0,1.13,0,0,6.76,4.23,0,0,0,0.56,0,0,1.13,0,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0,0,0.37,0,0,0,0,0,0,0,1.85,0.37,0,0,0,0.37,0.37,0,0,0,0,0,0,0
3Month,0.21,0.31,0.31,2.7,0,0,0.1,0.1,0.1,0.1,0,0,61.58,0.83,0.1,1.35,0.21,0.52,0.21,3.54,0.94,0.1,0.62,0.21,0.52,0,0.1,0.1,0,0,1.25,27.77,0.1,0,0.1,0.73,2.91,0.52
22Month,0.27,0.82,0.55,2.6,0,1.5,0.14,0.14,0.55,1.91,0.82,0,600.85,0.55,0.55,3.69,0,0.14,1.37,3.55,0.14,6.29,0.68,0,0.55,0.27,0.27,0.55,0.55,0.14,1.09,1.64,0.27,0.14,0,0.14,0,0
