stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,2.25,1.13,0,0,0,0,0,0,0,0,0,0,3.38,0.28,1.97,0,0.28,0,0,14.09,7.61,0,0,2.82,0.28,0,0.28,0,0,0.56,0,0,0
21Day,1.11,0.74,0,12.21,1.85,0,1.48,0,0.74,0,0,0,2.22,0,0.74,3.33,1.11,4.81,0,0,0.37,0,3.33,2.96,0,0,2.96,0.74,2.59,0,0.37,1.11,0,0,0.37,0.74
3Month,0,0.73,0.31,3.54,0,0.21,0.1,0.31,1.56,0,6.14,1.66,0.31,3.02,0.31,1.35,1.35,1.35,0.1,0,0.31,0.52,0.1,0,0.31,0.1,0.1,0.21,17.89,0,0,0,0,0.42,2.91,3.22
22Month,0.41,6.42,1.78,37.17,0,0.96,0,3.14,4.51,1.5,32.93,2.19,3.28,10.8,1.91,2.6,18.04,2.6,0.14,3.69,2.87,0.14,1.78,0.27,2.6,0.68,0,0.14,21.73,0.68,0,0,0,0,0,1.37
