stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,68,3,0,0,0,1,0,0,0,0,4,0,0,0
72hpf,0.28,3.1,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,5.92,0.28,0.56,0,0,0,0,19.17,1.41,0,0.28,0,1.97,0,0,0,0,5.92,0,0,0
21Day,0,1.85,0,1.48,0.74,0,0,0,0.37,0,0,0,0.37,0,0,1.48,0,3.7,0,0,1.11,0,9.99,0.37,0,0,0,2.96,1.11,0.37,1.11,0,3.7,0,0,0.37
3Month,0,13,0.31,3.54,0,0.21,0.1,0.21,1.14,0,23.92,1.56,0.1,1.04,0.73,1.25,0.62,10.92,2.29,0.21,0.42,0.42,1.77,0,1.14,0.21,0,0.31,0.52,9.57,6.24,0,0.73,0.31,10.51,1.14
22Month,0,20.77,0.14,1.5,0,0.27,0,0.14,1.78,0.96,17.35,0.96,0.41,1.91,0.27,0.55,1.23,24.19,0.55,1.23,0.27,0,1.37,0,0.41,0.96,0.14,0.68,0,2.05,19.27,0.27,0.27,0,0,0.82
