stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,2.54,0,4.79,0,0.28,0,0,0,0,0,0,0,0,0.56,9.86,1.13,4.23,0,0.85,0,0,8.17,8.74,0,0,0,6.48,0,0,0.56,1.69,0,0,0,0,0
21Day,2.22,0.37,0,14.06,0,7.77,0,1.85,0,0.37,0.37,0,1.48,0,4.07,0.37,1.48,7.03,2.22,11.1,0,0,1.48,0,1.48,6.29,0,1.48,0,1.48,0.37,0,2.59,0.74,0,0.37,0,0,2.22
3Month,0.42,2.39,1.87,35.57,0.1,0,0.83,1.04,0.21,10.09,8.01,0,76.56,7.49,2.29,21.84,3.54,11.75,14.25,14.25,3.43,0.1,2.91,3.43,0.94,0.21,2.6,0.83,0,0.31,2.18,0.1,29.23,0.1,0,0.1,2.7,13.73,13.73
22Month,0.27,3.42,2.32,14.35,0.14,0,0.27,0.41,0,5.88,10.52,4.1,113.56,4.24,3.28,26.92,0.55,1.78,13.25,12.3,0.55,3.01,0.82,0.68,0.41,0.27,1.91,1.23,0.55,0.14,0.27,0,13.8,0.96,0.14,0.27,0.14,0,7.79
