stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.61,0,0.28,0,0,0,0,0,0,0,0,1.41,16.35,0.56,0.85,0,0,0,0,1.69,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,1.11,111.37,0.37,1.48,0,0.37,0,0,0.37,0,2.59,2.22,0.37,41.44,1.11,2.59,0,0,2.22,0,3.7,0.74,0,0,0,0.37,2.59,0,0.37,1.85,0.37,0.37,0,1.48
3Month,0.1,0.52,1.14,111.61,0,0,0.52,1.14,1.77,0,5.3,3.33,0.21,33.18,1.98,35.26,0.94,10.3,35.47,0,0.21,0.42,0.21,0,0.1,0,0,2.08,1.14,0.83,0,0,0,6.55,0.73,1.56
22Month,0,0.41,1.5,28.42,0,0,0.41,1.5,1.37,3.42,7.93,0.96,0.55,29.93,0.27,12.85,1.5,11.34,3.28,0.14,0.68,0,0,0,0.41,0.14,0.14,3.01,0.14,1.37,0.27,0,0,0.41,0,0.55
