stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,3,37,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,0.85,0.28,3.66,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,6.48,0,0,0,0.28,4.23,4.51,0,0.28,6.76,0,0,2.25,0,0,0,0,0
21Day,0.37,0,0,2.59,0,3.33,0,1.48,0,0,0,0.37,0,0,1.48,0.37,0,0.37,0.37,7.77,0,0,0.74,0.74,1.85,2.22,0,0,5.18,0.74,0.37,0.74,0,1.11,0,0,1.11
3Month,0,1.25,0.83,7.18,0.21,0,0.52,0.1,0.1,0.52,3.12,0,43.9,3.64,0.62,8.74,0.83,2.6,1.25,7.18,1.66,0.1,1.66,1.77,0.21,0.31,0.52,1.14,0.1,0.83,8.43,0.31,0.1,0.1,8.95,3.22,4.99
22Month,0.14,2.73,0.14,3.55,0.14,0,0.27,0.14,0,0.27,2.46,0.68,29.52,2.32,1.37,9.43,0.14,0.55,1.23,5.88,0.68,0.82,1.09,0.14,0.55,0.27,0.82,1.37,0.27,0.14,1.91,1.37,0,0.14,1.23,0,1.5
