stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,30.44,0,0,1.97,0.28,0,0,0,1.13,0,0,0,0,0.28,1.69,0,3.95,0,0.56,0.28,0.28,83.99,5.92,0.56,0,5.92,0.56,0,2.25,0.28,0.28,0.28,0,0,0
21Day,19.98,0,0,2.96,2.22,0,0.37,0,5.55,0.37,0,2.22,0,0,2.59,2.96,11.1,0,0,0.37,0,34.78,2.96,0,0.74,4.44,1.85,0,2.59,1.85,4.81,0.37,0,0,0
3Month,1.98,0.31,0.21,17.37,0,0.1,0.1,0.31,7.49,14.67,0.62,0.1,1.14,0,2.91,1.46,2.6,0.62,0,0.83,0.1,1.56,0,0.42,0.42,0.1,0.21,0.52,0.1,0,0,0,0.21,0.1,0.31
22Month,0.14,0.14,0.27,2.87,0,0,0,0.14,6.56,8.34,0.14,0.27,0.82,0.14,0.14,2.05,1.09,0,0.14,0,0,1.78,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0
