stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,0,1,2,61,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,4.23,0.56,0,0,0,0,0,0,0,0,0,3.1,1.69,0.28,0.85,0.28,0.28,0.28,27.06,8.74,0.85,0,0.28,0,0,4.79,1.13,2.54,0.28,0,0,0
21Day,0,0,0,2.59,3.33,0.37,0,0,0.37,0,0,0.37,0,0,0,2.22,0.74,0.74,0.74,0,0.37,0,4.07,3.33,1.48,0,0,0,0,2.22,0.37,3.33,0.74,0,0,0
3Month,0,0.1,0,7.39,0.62,0,0,0.1,0.1,0.1,0.1,1.14,0.52,0,0.42,1.77,0.62,0.1,0.31,0.1,0.62,0.52,2.6,0,0.31,0.1,0,0.1,2.7,0.1,0,0,0,0.21,35.16,0.42
22Month,0.14,0.14,0.14,11.89,0.41,0,0.14,0,0.96,0.41,1.37,2.05,0.27,0.27,2.05,2.05,0,0.27,0.14,0,1.5,0.55,1.37,0,2.6,0,0,0.14,3.83,0.55,0,0,0,0,0.41,0.27
