stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,40,0,0,0,0,0,0,0,6,0,0,0,0,2,13,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1.13,11.56,0.28,0,0,0,0,0.85,1.69,0.56,0,0,0.85,0,0,0,0,0,0,0,0
21Day,0,0,0.37,19.98,0,0.74,0,0.37,0,0,0,0,0,0,0,0.74,0.37,12.58,0,1.11,0,0,1.48,0,1.11,0,0,0,0.74,0.37,0.37,0.74,0.37,0,0,0,0
3Month,0,0.21,0.42,19.66,0,0,0.31,0.1,1.56,0.52,0,0,20.91,0.62,0,9.26,1.35,7.49,0.31,13.83,0.31,0,2.39,1.25,0.73,0,0.73,0.21,0.21,0.83,0.73,0,0,0,0.21,0.52,1.14
22Month,0.14,0.14,1.5,8.47,0.14,0,0.27,0,1.09,1.09,0.41,0,46.73,0.41,0.14,5.06,0.41,1.78,1.09,19.68,0.14,3.28,3.28,0.14,0.27,0.14,0.27,0.27,0.14,0.14,0.41,0.14,0.27,0.14,0.41,0,0.14
