stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,16,3,0,0,0,0,0,0,1,0,0,0,0,1,7,0,68,0,0,1,0,4,274,0,0,0,13,0,0,0,0,0,0,0
72hpf,12.68,0.28,0,12.68,14.09,3.38,0,0,0,0.28,0,0,0.28,0,0,0,1.13,5.36,0.85,94.14,0,0,3.66,0,23.11,50.73,0,0,0,88.78,0.85,0.28,3.95,0.85,0,0,0
21Day,5.92,0,0,11.84,2.59,0.74,0,0.37,0,0,0,0,0.37,0,1.48,2.22,0.37,3.7,0,128.76,0,0,22.94,0,6.29,11.84,0,0,0,20.35,4.07,0.37,1.11,1.11,0,0,1.48
3Month,0.31,1.98,0.1,37.45,1.77,0,0.62,0,0.73,3.43,0,0,4.58,1.46,0.1,2.81,0.83,2.08,1.56,104.95,3.64,0,6.97,0.52,0.1,1.04,0.42,0.21,0,3.85,0.94,14.04,0.31,0.73,1.46,14.25,1.14
22Month,0,1.91,0.14,18.45,0.27,0,1.23,0,0.14,2.32,0.68,0,10.52,0.96,0,1.23,0.14,0.68,0.82,78.85,0.55,0.41,4.92,0,0.55,0.27,0.14,0.14,0.27,2.05,0.27,12.57,0.55,0.14,0.14,0,0
