stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,5,179,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,45,0,0,0,3,90,0,0,38,0,0,0,0,1,0,0,0
72hpf,1.69,0.56,16.35,2.54,0.85,0,0,0,0,0,0,0,0,0,0,0,63.98,0,27.34,0,0.28,1.97,7.05,4.23,0.28,0,108.23,0,0,3.38,0,1.97,0,0,0
21Day,0.37,0,4.44,0.37,0.74,0,0,0,0,0,0,0.37,0.37,0.37,0.37,0.37,12.21,0,28.86,0,0,3.7,2.59,1.11,0,0,40.7,1.11,0,0,0.74,0,0,0,0
3Month,0.21,0.42,3.54,0.1,0,0.1,0.21,2.39,0.94,0.1,0,1.25,1.98,0,0.21,0,4.99,0.42,26.21,3.33,0,1.14,0,0,0,0.1,3.54,0.1,0.42,0.31,0,0.21,0.52,0.21,0.1
22Month,0,0,0.14,0,0,0.27,0,0.14,0.14,0.27,0,0.82,1.09,0,0.41,0,0,0.27,6.42,0.14,0,0.27,0,0.14,0,0,0.41,0,0,0,0,0,0,0,0
