stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,6,6,20,0,0,0,0,3,79,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,4.79,0.56,0,8.17,1.41,9.02,0,0.85,0,0,0,0,0.28,0,1.13,0,4.51,14.37,1.41,12.68,0,1.69,0.28,0,55.24,35.51,0,0.28,0,13.81,0,0,4.23,0.56,0.28,0.56,0,0,0
21Day,3.7,0.37,0.74,35.15,1.11,19.98,0,11.84,0.37,1.48,0,0,1.11,0.37,8.14,1.11,2.59,20.72,5.92,15.54,0,0,1.85,0.37,16.28,10.73,0.37,0.74,0,6.29,3.33,0.37,1.48,0.74,2.59,0.37,0.37,0,7.4
3Month,0.21,3.95,1.56,30.48,0,0,0.42,0.73,5.93,14.15,0.21,0,110.99,16.02,2.7,16.02,3.85,9.05,14.67,9.36,1.87,0.31,3.64,3.54,1.14,0,1.98,0.83,0,0.73,2.29,21.12,0.42,0,0,0.21,2.6,67.09,17.99
22Month,0.41,6.15,1.09,13.12,0.41,0,0.68,0.27,3.55,26.24,7.52,0,110.28,6.97,3.42,14.89,1.5,2.6,15.99,9.57,0.55,2.46,2.46,0.14,0.41,0.55,2.05,1.23,0.27,0.14,0.68,2.73,1.37,0.55,0,0,0.82,0.41,8.06
