stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,8,0,23,0,0,0,0,0,0,2,0,0,0,0,1,4,2,31,0,0,0,0,8,424,0,0,12,0,0,0,0,0,1,0,0,0
72hpf,3.95,2.54,0,4.79,1.41,0.85,0,0,0,0,0,0.28,0,0.28,0,1.69,3.66,0.56,23.11,0,0.28,0.28,0,29.03,26.21,0.56,0.28,20.01,0,0.28,3.38,0.56,0.28,0.85,0,0,0
21Day,2.22,1.11,0.37,7.4,0.37,1.85,0,0,0,0,0,0.74,0,0,0,0.74,8.88,0.74,20.72,0,0,1.11,0,5.92,6.29,0,1.48,6.29,1.11,1.11,1.11,0,0.37,0,0,0,0
3Month,0,4.26,0.1,8.32,0,0,0.1,0.52,0.62,0,0,8.01,0.94,0.21,0.94,0.83,2.08,0.42,11.65,2.29,0,0.52,0.42,0.83,0.1,0.62,0.62,0.31,0.94,74.16,0.1,0,0,0,1.98,13.83,0.62
22Month,0,7.65,0.14,0.41,0,0,0,0,0.55,0.14,0,12.71,0.27,0,0,0.14,0.14,0,6.56,0,0,0.27,0,0.14,0,0.27,0.14,0,0,0,0,0,0,0,0.41,0,0
