stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,52.42,2.82,0,0.56,0,0,0.28,0,0,0,0,0,0,0,0.28,1.97,0,1.13,0,0,0.28,0,11.56,3.95,0,0.28,0.56,0,0,0,0,0,0,0,0,0
21Day,18.87,0.74,0.37,0.74,0.74,0,0,0,0,0,0,0,0,0.37,0,0.37,0.37,1.85,0,0,0,0,6.29,0.74,0,0,0.74,0.74,0,1.48,0,0.74,0,0,0,0
3Month,2.39,1.14,0.52,4.16,0,0.1,0.31,0.73,0.42,0,6.87,0.73,0.21,1.66,0.42,1.66,0.94,2.7,0.31,0,0.21,0.42,1.56,0,0.62,0.31,0.1,0.52,2.08,0.31,0,0,0,0.52,0.62,0.31
22Month,4.78,2.46,0.27,2.6,0,0.27,0.27,0.68,0.96,0.14,14.35,0.27,0.27,2.19,0.14,0.68,1.37,1.78,0.14,0.41,0.27,0,1.09,0.14,0.27,0.68,0,0,0.96,0.96,0.55,0,0,0,0,0.41
