stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0.56,0,0,0,0.56,0.28,0.56,0,0
21Day,0.37,0.37,0.37,0.74,0.74,0,0,0.37,0,0.37,0,0.37,0.37,0,0.74,0,0.37,0,0,0.74,0.37
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0
22Month,0,0,0.41,0,0,0.14,0.14,0.14,0.14,0.14,0.14,0,0,0.41,0.27,0.27,0,0,0,0,0
