stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0.28,2.54,0,0.28,0,0,0,0,2.25,1.69,0,0,1.41,0,0,0.28,0,0,0,0
21Day,0.37,0,4.07,11.1,0.37,1.11,0,0,0.74,0,0,1.11,0.37,8.14,23.68,0.74,5.55,2.59,2.22,0,0,0,0,3.7,2.59,1.48,0,0.74,1.85,0,0,1.11,0,0,1.48
3Month,0,0.52,6.03,19.56,0,0,0.83,0.21,22.05,1.98,0,13.73,2.7,0.21,129.09,0.62,3.12,4.99,1.35,0.21,0.1,20.18,0.42,0.21,0,4.26,0.31,0.21,0.73,1.77,0,0,0.73,0.73,3.02
22Month,0,1.09,10.8,15.03,0.14,0,0.41,0.14,29.93,3.42,0.96,18.58,0.27,0.68,245.29,0.41,1.09,4.24,2.87,0.27,1.37,7.24,0,0.41,0,7.65,0.68,0.14,0.55,1.78,0.27,0,0.27,0,1.37
