stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,0.56,0.85,0,0,0,0,0,0,0,0,0,0,3.1,3.66,0.56,1.13,0,0.28,0,0,10.15,5.92,0.28,0.28,0,1.13,0,0,0.56,0,0.56,0,0,0
21Day,2.22,0.37,0,8.14,0,1.48,0,0.74,0,0,0,0,0,0,0.74,0.74,1.85,4.81,1.11,4.44,0,0,2.59,0.74,13.69,2.59,0.37,0.37,0,1.11,0.74,0.74,1.85,0.74,0.74,0,0,0
3Month,0.1,0.21,0.31,6.14,0,0,0,0,0.52,0.83,0,0,19.56,0.1,0.1,1.25,1.25,2.08,1.35,3.22,0.21,0,0.73,3.54,0.73,0.1,2.5,0.62,0,0.1,0.62,59.71,0.1,0,0.1,0.62,52.01,0.42
22Month,0,0.27,0.14,2.05,0,0,0.14,0,0.27,1.09,0.41,0,22.68,0.41,0.27,1.23,0.14,0.14,1.37,1.64,0,0.55,0.41,0.14,0,0,1.09,0,0.14,0,0,6.56,0.41,0,0,0,0.14,0.41
