stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,53,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,0.56,0.28,0,1.41,0.28,0,0.28,0,0,1.41,0,0,0,0.28,0,0.85,5.64,0.28,0.85,0,0,0,0.28,38.9,0.85,1.41,0.28,0,0.56,0,0,0.28,0.28,0,1.13,0,0,0
21Day,1.85,0.37,0.37,8.51,2.59,0,0,0,0,0.37,0,1.11,0.74,1.48,1.11,0.74,7.03,1.11,4.81,0,0,0.74,0,25.9,4.07,19.61,0,0,2.22,1.85,0,0.37,0.37,0.37,0.37,0,0,0.74
3Month,0.31,1.04,1.25,18.93,0,0.62,0.52,0.1,3.02,4.16,0.1,18.1,9.15,0.83,16.43,5.1,13.31,4.16,6.87,2.18,0.1,0.94,21.01,0.83,0.21,38.28,0.1,0,0.42,1.66,8.11,0.31,0,0,1.77,1.35,2.39,5.1
22Month,0,1.09,0.96,5.19,0,0.14,0,0,0.68,3.42,0.96,20.91,1.23,1.09,7.52,0.55,1.09,3.14,2.19,0.27,0.96,0.82,0.82,0.96,0,27.47,0.41,0.14,0.14,0.41,10.52,0.27,0,0,0,0.27,0,1.09
