stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,233,1,5,0,0,0,1,0,20,0,0,0,0,0,0,0,1,0,0,0
72hpf,7.33,1.41,0,26.78,0.85,7.33,0,0.28,0,0.28,0,0,0,0,0,0.28,3.1,879.65,3.95,12.97,0,0.28,0,0,63.42,21.98,0,10.71,0,0,4.51,0,0,1.13,0,0,0
21Day,2.22,0.37,0.37,44.77,0,2.96,0,0.74,0,0.37,0,0,0,0,0,1.48,1.48,338.91,0.74,5.18,0,0,0.37,0,5.18,1.11,0,2.22,2.96,0,0,1.11,3.7,0,0,0,0
3Month,0,0,0,110.26,0,0,0.1,0,0.31,0.62,0.31,0,2.91,0.62,0,0.83,1.66,1.87,1.25,1.04,0.1,0,0.31,0,0.31,0,0.1,0.1,0.42,2.29,0,0,0,0,0.1,1.14,1.14
22Month,0,0.27,0,8.2,0,0,0,0,0,0.68,0.68,0,3.14,0,0.14,0.14,0.14,0.14,0.41,0.27,0,0,0.41,0,0,0,0,0.14,0,0.82,0.14,0,0,0,0,0,0
